reaction,name,schemaClass,module
R-HSA-1067651,"IL6:IL6R-2 binds IL6ST:JAK1, JAK2, (TYK2)",Reaction,Immune System
R-HSA-1067640,IL6 binds IL6R-2,Reaction,Immune System
R-HSA-1067646,"JAK1,JAK2,(TYK2) bind IL6ST",Reaction,Immune System
R-HSA-1067688,"IL6:IL6R binds IL6ST:JAK1,JAK2,(TYK2)",Reaction,Immune System
R-HSA-1067667,IL6 binds IL6R,Reaction,Immune System
R-HSA-1112755,SOCS3 binds IL6ST,Reaction,Immune System
R-HSA-1112565,"Tyrosine phosphorylated IL6ST binds STAT1,STAT3",Reaction,Immune System
R-HSA-1112727,Serine phosphorylation of STATs,BlackBoxEvent,Immune System
R-HSA-1112602,"Tyrosine phosphorylation of STAT1, STAT3 by IL6 receptor",Reaction,Immune System
R-HSA-1112538,"Phosphorylated STAT1, STAT3 form dimers",Reaction,Immune System
R-HSA-1112604,Phosphorylated STATs are released,Reaction,Immune System
R-HSA-1067676,IL6:IL6R-2 binds IL6ST-2,Reaction,Immune System
R-HSA-1112703,PTPN11 is phosphorylated,Reaction,Immune System
R-HSA-1112587,STAT1 and STAT3 dimers translocate to the nucleus,BlackBoxEvent,Immune System
R-HSA-9681294,IL6R binds IL6R inhibitors,Reaction,Immune System
R-HSA-6783556,LIFR:JAKs bind gp130:JAKs:CNTFR,Reaction,Immune System
R-HSA-449829,IL11 binds IL11RA,Reaction,Immune System
R-HSA-6783524,"OSM,LIF,CTF1 receptor complex binds gp130",Reaction,Immune System
R-HSA-6783681,LIF binds LIFR,Reaction,Immune System
R-HSA-6783552,"OSM binds LIFR:JAKs,OSMR:JAKs",Reaction,Immune System
R-HSA-6784204,JAKs bind OSMR,Reaction,Immune System
R-HSA-6783530,gp130:JAKs bind CNTFR,Reaction,Immune System
R-HSA-6783670,CRLF1 binds CLCF1,Reaction,Immune System
R-HSA-448660,IL31:IL31RA:JAK1 binds OSMR:JAK1,BlackBoxEvent,Immune System
R-HSA-5696482,CTF1 binds LIFR:JAKs,Reaction,Immune System
R-HSA-6784189,JAKs bind LIFR,Reaction,Immune System
R-HSA-5696490,CRLF1:CLCF1 binds CNTRF,Reaction,Immune System
R-HSA-5696491,CNTF binds CNTFR complex,Reaction,Immune System
R-HSA-449976,"IL11:IL11RA binds IL6ST:JAK1,JAK2,(TYK2)",Reaction,Immune System
R-HSA-3134914,Beta-catenin migrates to the nucleus,BlackBoxEvent,Immune System
R-HSA-3134904,Phosphorylation of beta-catenin at Ser552,Reaction,Immune System
R-HSA-3134901,LRR FLII-interacting protein 1 associates with beta-catenin,Reaction,Immune System
R-HSA-3134896,LRR FLII-interacting protein 1 binds dsDNA,Reaction,Immune System
R-HSA-3134883,Beta-catenin enhances association of IRF3 with CBP/p300 ,Reaction,Immune System
R-HSA-9604480,NFkB complex translocates from the cytosol to the nucleus,Reaction,Immune System
R-HSA-2395992,"p-T,4S-IRF3 is dimerized",Reaction,Immune System
R-HSA-1606327,Phosphorylation and release of IRF3 ,Reaction,Immune System
R-HSA-1606345,Recruitment of IRF3 to activated ZBP1:TBK1,Reaction,Immune System
R-HSA-1606324,Recruitment TBK1 to dsDNA:ZBP1 followed by its activation,Reaction,Immune System
R-HSA-2032396,Dimerized phospho-IRF3 migrates to the nucleus,Reaction,Immune System
R-HSA-9679819,TBK1 binds amlexanox,Reaction,Immune System
R-HSA-3204303,MRE11 binds cytosolic DNA,Reaction,Immune System
R-HSA-3134800,STING dimerization,Reaction,Immune System
R-HSA-3244643,STING binds cyclic GMP-AMP,BlackBoxEvent,Immune System
R-HSA-3244614,cGAS produces cyclic GMP-AMP,Reaction,Immune System
R-HSA-3244647,cGAS binds cytosolic DNA,Reaction,Immune System
R-HSA-2396009,STING binds c-di-GMP,BlackBoxEvent,Immune System
R-HSA-2396002,TBK1 is phosphorylated within STING:TBK1:IRF3 complex,Reaction,Immune System
R-HSA-2396007,IRF3 is phosphorylated by TBK1,Reaction,Immune System
R-HSA-1834939,STING recruits TBK1 and IRF3,Reaction,Immune System
R-HSA-3134822,DDX41 binds viral dsDNA ,Reaction,Immune System
R-HSA-1834951,IFI16 binds cytosolic dsDNA,Reaction,Immune System
R-HSA-9013869,"DDX41 binds bacterial c-di-AMP, c-di-GMP  ",Reaction,Immune System
R-HSA-3249378,STING recruits TBK1 and STAT6,Reaction,Immune System
R-HSA-3249390,TBK1 is phosphorylated within STING:TBK1:STAT6 complex,Reaction,Immune System
R-HSA-3249371,TBK1 phosphorylates STAT6 at Ser407,Reaction,Immune System
R-HSA-3249379,p-S407-STAT6 is phosphorylated at Tyr641,Reaction,Immune System
R-HSA-3249372,"p-S407,Y641-STAT6 is dimerized",Reaction,Immune System
R-HSA-3249370,"p-S407,Y641-STAT6 dimer migrates to the nucleus",Reaction,Immune System
R-HSA-3134954,DHX9 binds DNA,Reaction,Immune System
R-HSA-3134962,DHX36 binds DNA,Reaction,Immune System
R-HSA-3134953,DHX36 or DHX9 binds MyD88,Reaction,Immune System
R-HSA-933533,Dimerization of p-IRF7,Reaction,Immune System
R-HSA-933525,Phosphorylation and release of IRF7,Reaction,Immune System
R-HSA-933538,Recruitment of IRF7 to TRAF6,Reaction,Immune System
R-HSA-933527,Recruitment of TBK1/IKK epsilon complex to TANK:TRAF6,Reaction,Immune System
R-HSA-933537,Recruitment of TANK to TRAF6,Reaction,Immune System
R-HSA-975106,Phosphorylation and release of IRF7 upon TLR7/8 or 9 activation,Reaction,Immune System
R-HSA-975188,TRAF6 interacts with IRF7 upon TLR7/8 or 9 activation,Reaction,Immune System
R-HSA-9604487,p-IRF7:p-IRF7 translocates to the nucleus,Reaction,Immune System
R-HSA-3134946,DDX41 ubiquitination by TRIM21,Reaction,Immune System
R-HSA-3249392,NLRP4 and DTX4 associate with p-S172-TBK1 within STING:TBK1:IRF3,Reaction,Immune System
R-HSA-8948709,DTX4 ubiquitinates p-S172-TBK1 within NLRP4:DTX4:STING:TBK1:IRF3,Reaction,Immune System
R-HSA-1964496,STING binds TRIM32 or TRIM56 ,Reaction,Immune System
R-HSA-3134804,STING ubiquitination by TRIM32 or TRIM56,Reaction,Immune System
R-HSA-3245943,Viral DNA cleavage by TREX1,BlackBoxEvent,Immune System
R-HSA-3244605,TREX1 binds retroviral-derived DNA,Reaction,Immune System
R-HSA-8948703,NLRP4 and DTX4 associate with p-S172-TBK1 within dsDNA:ZBP1:TBK1,Reaction,Immune System
R-HSA-3249386,DTX4 ubiquitinates p-S172-TBK1 within NLRP4:DTX4:dsDNA:ZBP1:TBK1,Reaction,Immune System
R-HSA-879201,Bcl-2 and Bcl-XL bind NLRP1,Reaction,Immune System
R-HSA-844447,NLRP1 senses MDP,BlackBoxEvent,Immune System
R-HSA-879222,MDP:NLRP1 binds ATP,Reaction,Immune System
R-HSA-844438,NLRP1 oligomerizes,Polymerisation,Immune System
R-HSA-879221,PSTPIP1 binds Pyrin,Reaction,Immune System
R-HSA-877361,Pyrin binds ASC,Reaction,Immune System
R-HSA-1028821,Dimerization of Phospho IRF3 or phospho IRF7,Reaction,Immune System
R-HSA-1028816,"Translocation of phosphorylated IRF3,IRF7 dimers into nucleus",Reaction,Immune System
R-HSA-1028817,"CREBBP, EP300 binds p-T,4S-IRF3:p-T,4S-IRF3",Reaction,Immune System
R-HSA-1028815,"p-T,4S-IRF3:p-T,4S-IRF3:CREBBP, EP300 binds promoters of Interferon-beta",Reaction,Immune System
R-HSA-1028812,Expression of interferon-beta,BlackBoxEvent,Immune System
R-HSA-9705137,TBK1 or IKBKE forms homodimers,Reaction,Immune System
R-HSA-9705320,"TBK1, IKBKE are autophosphorylated at Ser172",Reaction,Immune System
R-HSA-9709842,MAVS binds TOMM70,Reaction,Immune System
R-HSA-9709831,HSP90 binds TBK1 and IRF3,Reaction,Immune System
R-HSA-9709852,MAVS:TOMM70 recruits HSP90:TBK1:IRF3,Reaction,Immune System
R-HSA-933531,Translocation of p-IRF7:p-IRF7 to nucleus,Reaction,Immune System
R-HSA-933536,p-IRF7 dimer interacts with coactivator CBP/p300,Reaction,Immune System
R-HSA-1028820,Formation of VAF (virus-activated factor) complex,Reaction,Immune System
R-HSA-9604499,Expression of Interferon-alpha and beta mediated by VAF/pIRF7:CBP/p300,BlackBoxEvent,Immune System
R-HSA-1028819,VAF/pIRF7:CBP/p300 binds the promoters of type-I IFN genes,Reaction,Immune System
R-HSA-9705145,"TBK1, IKBKE form homodimers",Reaction,Immune System
R-HSA-9705323,Phosphorylation of TBK1/IKBKE,Reaction,Immune System
R-HSA-937337,TAX1BP1:A20 inhibit TBK1/IKKi K63-polyubiquitination,Reaction,Immune System
R-HSA-936380,Interaction of PIN1 with p-IRF3,Reaction,Immune System
R-HSA-936390,CYLD mediated deubiquitination of DDX58 (RIG-I),BlackBoxEvent,Immune System
R-HSA-936564,NLRX1 inhibits MAVS-DDX58 interaction.,Reaction,Immune System
R-HSA-936462,PIN1 mediated IRF3 degradation,BlackBoxEvent,Immune System
R-HSA-990528,Interaction of PCBP2 with MAVS,Reaction,Immune System
R-HSA-937343,NLRC5 interacts with DDX58/IFIH1,Reaction,Immune System
R-HSA-990526,Recruitment of AIP4 and K48 ubiquitination of MAVS/IPS-1,Reaction,Immune System
R-HSA-936412,"RNF125 mediated ubiquitination of DDX58, IFIH1 and MADS",BlackBoxEvent,Immune System
R-HSA-936381,OTUD5 deubiquitinates TRAF3,Reaction,Immune System
R-HSA-936378,Inhibition of DDX58/IFIH1 signaling by ATG5:ATG12:MAVS,Reaction,Immune System
R-HSA-936475,Negative regulation of DDX58/IFIH1 signaling by RNF216,BlackBoxEvent,Immune System
R-HSA-936563,ISGylation of DDX58,Reaction,Immune System
R-HSA-933532,Processing of caspases,Reaction,Immune System
R-HSA-933523,"Dimerzation of procaspase-8, procaspase-10",Reaction,Immune System
R-HSA-933526,Recruitment of caspase-8 and -10 to FADD complex,Reaction,Immune System
R-HSA-168934,MAVS interacts with RIPK1 and FADD,Reaction,Immune System
R-HSA-933539,Recruitment of IKK complex,Reaction,Immune System
R-HSA-3134821,DNA-PK binds microbial dsDNA,Reaction,Immune System
R-HSA-8948027,RNASEs bind bacterial phospholipids,Reaction,Immune System
R-HSA-6801687,PRTN3 cleaves CAMP(31-170) to generate CAMP(134-170),BlackBoxEvent,Immune System
R-HSA-1222685,Cathelicidin LL-37 binds to bacterial cell wall,Reaction,Immune System
R-HSA-6801808,"REG3A,REG3G binds bacterial peptidoglycan",Reaction,Immune System
R-HSA-6801766,"Trypsin cleaves REG3A or REG3G to generate REG3A,G(38-175)",BlackBoxEvent,Immune System
R-HSA-6803545,ATP7A transports cytosolic Cu2+ to phagosomal lumen,Reaction,Immune System
R-HSA-435171,NRAMP1 transports divalent metal ions across phagosomal membranes of macrophages,Reaction,Immune System
R-HSA-6799981,PGLYRP2 binds bacterial peptidoglycan,Reaction,Immune System
R-HSA-6799977,PGLYRP2 hydrolyzes bacterial peptidoglycan,BlackBoxEvent,Immune System
R-HSA-6809521,BPIF binds bacteria,Reaction,Immune System
R-HSA-6810643,EPPIN protein complex binds bacteria,Reaction,Immune System
R-HSA-6807585,BPI binds LPS on the bacterial surface,Reaction,Immune System
R-HSA-6803063,"RNASEs bind bacterial LPS, PGN",Reaction,Immune System
R-HSA-6813626,LEAP2 binds bacteria,Reaction,Immune System
R-HSA-6804527,INTL1 binds bacterial glycans,Reaction,Immune System
R-HSA-6808566,CHGA-derived peptide binds the bacterial cell surface,Reaction,Immune System
R-HSA-8862771,PLA2G2A binds bacterial phospholipids,Reaction,Immune System
R-HSA-6799959,"PGLYRP3,4 binds bacterial peptidoglycan",Reaction,Immune System
R-HSA-6801776,REG3A binds bacterial phospholipids,Reaction,Immune System
R-HSA-8862300,LYZ binds bacterial peptidoglycan,Reaction,Immune System
R-HSA-8862320,LYZ hydrolyzes peptidoglycans in the bacterial cell wall,BlackBoxEvent,Immune System
R-HSA-1471322,Beta-defensins are secreted,Reaction,Immune System
R-HSA-1467269,Beta-defensins bind microbial membranes causing disruption,BlackBoxEvent,Immune System
R-HSA-1471338,"Beta-defensins 1, 4A and 103 bind CCR6",Reaction,Immune System
R-HSA-1974676,Beta defensin 103 activates TLR1:TLR2,Reaction,Immune System
R-HSA-1973968,Beta-defensins 4A and 103 bind CCR2,Reaction,Immune System
R-HSA-1462023,Pre-pro-defensins are cleaved to remove the signal peptide,BlackBoxEvent,Immune System
R-HSA-1462039,Pro-HNP1-4 are cleaved to biologically active defensin,Reaction,Immune System
R-HSA-1462003,HNP1-4 are stored in primary neutrophil granules,Reaction,Immune System
R-HSA-1462041,HNP1-4 are released into phagocytic vacuoles,Reaction,Immune System
R-HSA-1462014,Alpha-defensins form biologically active dimers,Reaction,Immune System
R-HSA-1461993,pro-HD5 is cleaved by trypsin,Reaction,Immune System
R-HSA-1462005,pro-defensin alpha 5 is secreted,Reaction,Immune System
R-HSA-1461995,pro-defensin alpha 5 is stored in Paneth cell granules,Reaction,Immune System
R-HSA-1471314,HNP1-3 bind CD4,Reaction,Immune System
R-HSA-1461971,Alpha-defensin dimers adsorb onto microbial membrane anionic phospholipids,Reaction,Immune System
R-HSA-1461982,Alpha-defensin dimers multimerize to form a pore complex,BlackBoxEvent,Immune System
R-HSA-1972385,ADP-Ribosylation of HNP-1,Reaction,Immune System
R-HSA-1471354,HNP1-3 bind gp120,Reaction,Immune System
R-HSA-1467209,Binding of defensins to lipid II,Reaction,Immune System
R-HSA-6813659,"ELANE, CTSG or PRTN3 binds bacteria",Reaction,Immune System
R-HSA-6789072,PGLYRP1 binds bacterial peptidoglycan,Reaction,Immune System
R-HSA-6801762,REG3A oligomerize to form a pore complex,Reaction,Immune System
R-HSA-1222491,Lactoferrin scavenges iron ions,Reaction,Immune System
R-HSA-6798528,S100A8:S100A9 binds Mn2+,Reaction,Immune System
R-HSA-6798474,S100A8:S100A9 binds Zn2+,Reaction,Immune System
R-HSA-5229273,"LCN2:2,5DHBA binds Fe3+",Reaction,Immune System
R-HSA-6798489,S100A7 or S100A7A binds Zn2+,Reaction,Immune System
R-HSA-6803047,DCD peptide binds bacterial membrane phospholipids,Reaction,Immune System
R-HSA-6802999,DCD is processed into DCD(63-110),BlackBoxEvent,Immune System
R-HSA-6803060,DCD(63-110) is processed to DCD(63-109),BlackBoxEvent,Immune System
R-HSA-6810724,PI3 binds the bacterial surface,Reaction,Immune System
R-HSA-6803104,DCD forms oligomeric complex,Reaction,Immune System
R-HSA-6807144,"HTN1,HTN3 or HTN5 binds the bacterial anionic surface ",Reaction,Immune System
R-HSA-6807565,GNLY is transferred to the phagosome,BlackBoxEvent,Immune System
R-HSA-6806732,GNLY binds the bacterial cell surface,Reaction,Immune System
R-HSA-6807581,"HTN5, (HTN1, HTN3) binds fungal SSA1/SSA2",Reaction,Immune System
R-HSA-6807578,GNLY binds the bacterial cell surface in the phagosome,Reaction,Immune System
R-HSA-2730871,RasGRP interacts with DAG and Ca2+,Reaction,Immune System
R-HSA-2730849,Calcineurin binds and dephosphorylates NFAT,BlackBoxEvent,Immune System
R-HSA-2730867,Translocation of CaN:CaM:NFAT to nucleus,Reaction,Immune System
R-HSA-2730833,Phosphorylation of TEC kinases by p-SYK,Reaction,Immune System
R-HSA-2730885,Recruitment of TEC kinases to p-SLP-76,Reaction,Immune System
R-HSA-2730858,Autophosphorylation of BTK/ITK,Reaction,Immune System
R-HSA-2730888,Phosphorylation of PLC-gamma,Reaction,Immune System
R-HSA-2730896,Phosphorylation of MEK4 by MEKK1,Reaction,Immune System
R-HSA-2424477,SOS mediated nucleotide exchange of RAS (SHC),Reaction,Immune System
R-HSA-2396606,Recruitment of PLC-gamma to SLP-76 and p-5Y-LAT,Reaction,Immune System
R-HSA-9724685,IgE binds omalizumab,Reaction,Immune System
R-HSA-2730843,Phosphorylation of LAT by p-SYK,Reaction,Immune System
R-HSA-8985943,p-Y701-STAT1 dimerizes,Reaction,Immune System
R-HSA-8985900,"p-Y701-STAT1, p-Y705-STAT3, p-Y649-STAT5 dissociates from IL9:p-Y116-IL9R:JAK1:IL2RG:p-904,939-JAK3:p-Y705-STAT3",BlackBoxEvent,Immune System
R-HSA-8985988,"IL9:p-Y116-IL9R:JAK1:IL2RG:p-904,939-JAK3:STAT3 phosphorylates STAT1, STAT3 or STAT5",Reaction,Immune System
R-HSA-8985929,"IL9:p-Y116-IL9R:JAK1:IL2RG:p-904,939-JAK3 binds STAT1, STAT3, STAT5A or STAT5B",Reaction,Immune System
R-HSA-8985973,"IL9R is phosphorylated by IL9:IL9R:JAK1:IL2RG:p-Y904,939-JAK3",BlackBoxEvent,Immune System
R-HSA-8985914,IL9:IL9R:JAK1:IL2RG:JAK3 phosphorylates JAK3,BlackBoxEvent,Immune System
R-HSA-8963734,IL9 binds IL9R:JAK1 and IL2RG:JAK3,Reaction,Immune System
R-HSA-9011748,IL9R binds JAK1,Reaction,Immune System
R-HSA-8985966,p-Y701-STAT1 binds p-Y705-STAT3,Reaction,Immune System
R-HSA-8985981,p-Y701-STAT1:p-Y705-STAT3 translocates from the cytosol to the nucleus,BlackBoxEvent,Immune System
R-HSA-8985950,"p-Y649-STAT5A, p-STAT5B dimerizes",BlackBoxEvent,Immune System
R-HSA-5340385,HAVCR2 binds LGALS9,Reaction,Immune System
R-HSA-508247,Gab2 binds the p85 subunit of Class 1A PI3 kinases,Reaction,Immune System
R-HSA-912527,SHC1 mediates cytokine-induced phosphorylation of GAB2,BlackBoxEvent,Immune System
R-HSA-453104,Phosphorylated SHC1 recruits GRB2:GAB2,BlackBoxEvent,Immune System
R-HSA-913374,Phosphorylated SHC1 recruits SHIP,Reaction,Immune System
R-HSA-913424,The SHC1:SHIP1 complex is stabilized by GRB2,Reaction,Immune System
R-HSA-9006873,IL21 receptor STAT binding,BlackBoxEvent,Immune System
R-HSA-9006850,IL21 receptor JAK phosphorylation,BlackBoxEvent,Immune System
R-HSA-9006844,IL21:IL21R:JAK1 binds IL2RG:JAK3,BlackBoxEvent,Immune System
R-HSA-9005980,IL21 binds IL21R:JAK1,BlackBoxEvent,Immune System
R-HSA-9006870,IL21 receptor STAT phosphorylation,BlackBoxEvent,Immune System
R-HSA-1168636,"p-RasGRP1,3:DAG cause RAS to exchange GDP for GTP",Reaction,Immune System
R-HSA-9690461,FKBP1A binds tacrolimus,Reaction,Immune System
R-HSA-2025882,"Calcineurin dephosphorylates NFATC1,2,3",BlackBoxEvent,Immune System
R-HSA-2025890,"Calcineurin binds NFATC1,2,3",Reaction,Immune System
R-HSA-1168641,TAK1 associated with the CBM complex phosphorylates IKKbeta,Reaction,Immune System
R-HSA-1168637,CARMA1:BCL10:MALT1 complex recruits TAK1 and IKK,BlackBoxEvent,Immune System
R-HSA-1168644,CARMA1 recruits MALT1 and BCL10 forming CBM Complex,Reaction,Immune System
R-HSA-1168635,PRKCB (PKC-beta) phosphorylates CARMA1,BlackBoxEvent,Immune System
R-HSA-1168373,"PRKCB (Protein kinase C beta, PKC-beta) binds diacylglycerol and phosphatidylserine",Reaction,Immune System
R-HSA-1168640,Ubiquitinated IkB is degraded,BlackBoxEvent,Immune System
R-HSA-1168643,SCF-beta-TrCP ubiquitinylates IkB,BlackBoxEvent,Immune System
R-HSA-1168642,SCF with beta-TrCP1 or beta-TrCP2 binds NF-kappaB:phospho-IkB,Reaction,Immune System
R-HSA-1168638,Activated IKK phosphorylates I-kappaB,Reaction,Immune System
R-HSA-1168633,NF-kappaB translocates from the cytosol to the nucleus,BlackBoxEvent,Immune System
R-HSA-9606884,"PI(3,4,5)P3 (PIP3) binds DAPP1 (BAM32) and DAPP1 is phosphorylated",BlackBoxEvent,Immune System
R-HSA-9606894,p-DAPP1 (p-BAM32) binds PLCG2,Reaction,Immune System
R-HSA-5690740,CD22 binds B-cell receptor,Reaction,Immune System
R-HSA-5690702,LYN phosphorylates CD22,Reaction,Immune System
R-HSA-5690669,CD22 binds itself to form homo-oligomers,Polymerisation,Immune System
R-HSA-5690701,SHP1 binds p-CD22,Reaction,Immune System
R-HSA-389756,AKT interacts and phosphorylates Cot,Reaction,Immune System
R-HSA-392530,p-S400-Cot phosphorylates NIK,Reaction,Immune System
R-HSA-389788,Activation of PAKs by RAC1 and CDC42,Reaction,Immune System
R-HSA-389381,Gads binds CD28,Reaction,Immune System
R-HSA-6790087,HVEM induses BTLA phosphorylation,BlackBoxEvent,Immune System
R-HSA-389523,BTLA interacts with HVEM,Reaction,Immune System
R-HSA-389941,SHP-1 and SHP-2 bind pBTLA,Reaction,Immune System
R-HSA-388817,ICOS binds ICOSL/B7-H2,Reaction,Immune System
R-HSA-389762,Phosphorylation of PD-1,Reaction,Immune System
R-HSA-388828,PD-1 binds B7DC and B7H1,Reaction,Immune System
R-HSA-389759,Interaction of SHP-1 or SHP-2 with phospho PD-1,Reaction,Immune System
R-HSA-389758,Dephosphorylation of CD3-zeta by PD-1 bound phosphatases,Reaction,Immune System
R-HSA-9679421,PDCD1 binds PDCD1 inhibitors,Reaction,Immune System
R-HSA-389919,Grb2 binds pBTLA,Reaction,Immune System
R-HSA-388833,Phosphorylation of CTLA-4,Reaction,Immune System
R-HSA-388809,CTLA-4 binds B7-1/B7-2,Reaction,Immune System
R-HSA-389532,PP2A binds CTLA4 dimer,Reaction,Immune System
R-HSA-388829,SHP2 phosphatase binds CTLA-4,Reaction,Immune System
R-HSA-390329,Dephosphorylation of AKT by PP2A,Reaction,Immune System
R-HSA-430183,NCK binds PAK,Reaction,Immune System
R-HSA-430190,p-SLP-76 binds NCK,Reaction,Immune System
R-HSA-430135,p-SLP-76 binds ADAP,Reaction,Immune System
R-HSA-430201,p-SLP-76:ADAP binds Ena/VASP,Reaction,Immune System
R-HSA-8855375,PTPN22 dissociates from CSK,Reaction,Immune System
R-HSA-8852200,Inactivation of LCK by PTPN22,Reaction,Immune System
R-HSA-8855381,PTPN22 dephosphorylates ZAP70,Reaction,Immune System
R-HSA-2424482,p85 regulatory unit of PI3K binds p-6Y-SYK,Reaction,Immune System
R-HSA-2424480,PI3K phosphorylates PIP2 to PIP3,Reaction,Immune System
R-HSA-2396594,Phosphorylation of SLP-76 by p-SYK,Reaction,Immune System
R-HSA-2424481,Recruitment of VAV and BTK to p-SLP-76,Reaction,Immune System
R-HSA-2424486,Phosphorylation and activation of VAV2/VAV3 by SYK,Reaction,Immune System
R-HSA-2424484,Phosphorylation of BTK by p-SYK,Reaction,Immune System
R-HSA-2424487,Phosphorylation of PLC-gamma by p-BTK/p-SYK,Reaction,Immune System
R-HSA-2424485,Release of p-PLCG1,Reaction,Immune System
R-HSA-2424476,Activation of RAC1 by VAV2/3,Reaction,Immune System
R-HSA-2426569,Interaction of DAP12 and IREM2,Reaction,Immune System
R-HSA-2172123,Interaction of SIGLEC14/15/16 and DAP12,Reaction,Immune System
R-HSA-2426566,Interaction of DAP12 and CLM7,Reaction,Immune System
R-HSA-210274,SIRP beta binds TYROBP,Reaction,Immune System
R-HSA-210292,Interaction of DAP12 and TREM1,Reaction,Immune System
R-HSA-210271,Interaction of DAP12 and MDL-1,Reaction,Immune System
R-HSA-210273,Interaction of DAP12 and NKp44,Reaction,Immune System
R-HSA-210309,Interaction of DAP12 and KIR2DS2,Reaction,Immune System
R-HSA-2272753,Interaction of DAP12 and KIR2DS4,Reaction,Immune System
R-HSA-2272795,Interaction of DAP12 and KIR2DS1,Reaction,Immune System
R-HSA-210298,Interaction of DAP12 and KIR3DS1,Reaction,Immune System
R-HSA-2272668,Interaction of DAP12 and KIR2DS5,Reaction,Immune System
R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
R-HSA-6800426,Exocytosis of ficolin-rich granule membrane proteins,Reaction,Immune System
R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
R-HSA-6798745,Exocytosis of tertiary granule lumen proteins,Reaction,Immune System
R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
R-HSA-6798748,Exocytosis of secretory granule lumen proteins,Reaction,Immune System
R-HSA-6798751,Exocytosis of azurophil granule lumen proteins,Reaction,Immune System
R-HSA-6798739,Exocytosis of azurophil granule membrane proteins,Reaction,Immune System
R-HSA-6799350,Exocytosis of specific granule membrane proteins,Reaction,Immune System
R-HSA-688136,TNFAIP3 (A20) deubiquitinates RIP2,Reaction,Immune System
R-HSA-622415,RIP2 binds NEMO,Reaction,Immune System
R-HSA-9676160,AAMP binds NOD2,Reaction,Immune System
R-HSA-622420,NOD1 induced apoptosis is mediated by RIP2 and CARD8,Reaction,Immune System
R-HSA-741386,RIP2 induces K63-linked ubiquitination of NEMO,Reaction,Immune System
R-HSA-741411,CYLD deubiquitinates NEMO,Reaction,Immune System
R-HSA-1247960,Activation of p38 MAPK,Reaction,Immune System
R-HSA-741395,CARD9 binds RIP2 (and NOD2),Reaction,Immune System
R-HSA-6788999,HV1-mediated H+ transfer,BlackBoxEvent,Immune System
R-HSA-6789092,NOX2 generates superoxide anion from oxygen,Reaction,Immune System
R-HSA-6789136,Myeloperoxidase (MPO) binds to the bacterial cell surface,BlackBoxEvent,Immune System
R-HSA-6789031,Membrane-bound myeloperoxidase (MPO) produces hypochlorous acid (HOCl),Reaction,Immune System
R-HSA-6789126,Myeloperoxidase (MPO) produces hypochlorous acid (HOCl),Reaction,Immune System
R-HSA-8933635,Myeloperoxidase (MPO) catalyzes oxidation of nitrite to nitrogen dioxide,Reaction,Immune System
R-HSA-8855490,Lactoperoxidase (LPO) produces OSCN-,Reaction,Immune System
R-HSA-9625904,Hypochlorous acid (HOCL) reacts with Lys residue to form Lys-monochloramine,Reaction,Immune System
R-HSA-6789218,Hypochlorous acid (HOCl) reacts with unsaturated lipid to form lipid chlorohydrins,Reaction,Immune System
R-HSA-6789185,Chloride ion and N-acyl group react to chloramide,Reaction,Immune System
R-HSA-6788974,Hypochlorous acid and nitrite react to nitryl chloride (NO2Cl),Reaction,Immune System
R-HSA-9625913,Hypochlorous acid (HOCL) reacts with Lys-monochloramine,Reaction,Immune System
R-HSA-8941411,OSCN- reacts with Cys residues,Reaction,Immune System
R-HSA-9625540,Cys-sulfenyl chloride is converted to Cys-sulfenic acid,Reaction,Immune System
R-HSA-9625548,Hypochlorous acid (HOCL) oxidizes Cys residues to form Cys-sulfenyl chloride,Reaction,Immune System
R-HSA-6789208,HOCl-induced glycosaminoglycan fragmentation,BlackBoxEvent,Immune System
R-HSA-6804006,NO and NO2 react to N2O3,Reaction,Immune System
R-HSA-6803989,Nitric oxide and O2 react to NO2,Reaction,Immune System
R-HSA-1222353,Protonation of superoxide,Reaction,Immune System
R-HSA-1222516,Intraphagosomal pH is lowered to 5 by V-ATPase,Reaction,Immune System
R-HSA-6788975,Superoxide anion dismutates to H2O2,Reaction,Immune System
R-HSA-1222686,Nitric oxide diffuses into the phagosome,Reaction,Immune System
R-HSA-6789160,"Hydrogen peroxide and Fe2+ react to hydroxyl, hydroxide and Fe3+",Reaction,Immune System
R-HSA-6789077,Hydrogen peroxide enters the bacterium,BlackBoxEvent,Immune System
R-HSA-6789109,Superoxide anion reacts with Fe-S cluster,Reaction,Immune System
R-HSA-9626753,H2O2 oxidizes Cys residues to form Cys-sulfenic acid,Reaction,Immune System
R-HSA-1222662,Nitric oxide enters the bacterium,BlackBoxEvent,Immune System
R-HSA-1222342,Hydroperoxyl enters the bacterium,BlackBoxEvent,Immune System
R-HSA-6789042,Hydroxyl-initiated lipid peroxidation,Reaction,Immune System
R-HSA-1222411,Peroxynitrite oxidizes Peptide-Methionine residues,Reaction,Immune System
R-HSA-1470073,Peroxynitrite enters the bacterium,BlackBoxEvent,Immune System
