node,name,genome-encoded,schemaClass,reference gene
TBC1D10C,TBC1D10C [ficolin-1-rich granule membrane],True,EntityWithAccessionedSequence,TBC1D10C
AP2A2,AP2A2(1-939) [ficolin-1-rich granule membrane],True,EntityWithAccessionedSequence,AP2A2
ATP6V0A1,ATP6V0A1 [ficolin-1-rich granule membrane],True,EntityWithAccessionedSequence,ATP6V0A1
DSG1,DSG1 [ficolin-1-rich granule membrane],True,EntityWithAccessionedSequence,DSG1
DYNC1LI1,DYNC1LI1 [ficolin-1-rich granule membrane],True,EntityWithAccessionedSequence,DYNC1LI1
DSC1,DSC1 [ficolin-1-rich granule membrane],True,EntityWithAccessionedSequence,DSC1
FPR1,FPR1 [ficolin-1-rich granule membrane],True,EntityWithAccessionedSequence,FPR1
VPS35L,C16orf62 [ficolin-1-rich granule membrane],True,EntityWithAccessionedSequence,VPS35L
DIAPH1,DIAPH1 [ficolin-1-rich granule membrane],True,EntityWithAccessionedSequence,DIAPH1
LAMTOR1,LAMTOR1 [ficolin-1-rich granule membrane],True,EntityWithAccessionedSequence,LAMTOR1
LGALS3,LGALS3 [ficolin-1-rich granule membrane],True,EntityWithAccessionedSequence,LGALS3
RHOA,RHOA [ficolin-1-rich granule membrane],True,EntityWithAccessionedSequence,RHOA
PKP1,PKP1 [ficolin-1-rich granule membrane],True,EntityWithAccessionedSequence,PKP1
CD55,CD55 [ficolin-1-rich granule membrane],True,EntityWithAccessionedSequence,CD55
DSP,DSP [ficolin-1-rich granule membrane],True,EntityWithAccessionedSequence,DSP
ADGRE3,EMR3(22-652) [ficolin-1-rich granule membrane],True,EntityWithAccessionedSequence,ADGRE3
TCIRG1,TCIRG1 [ficolin-1-rich granule membrane],True,EntityWithAccessionedSequence,TCIRG1
ATAD3B,ATAD3B [ficolin-1-rich granule membrane],True,EntityWithAccessionedSequence,ATAD3B
NCKAP1L,NCKAP1L [ficolin-1-rich granule membrane],True,EntityWithAccessionedSequence,NCKAP1L
LAMP1,LAMP1 [ficolin-1-rich granule membrane],True,EntityWithAccessionedSequence,LAMP1
RAC1,RAC1 [ficolin-1-rich granule membrane],True,EntityWithAccessionedSequence,RAC1
ENPP4,ENPP4 [ficolin-1-rich granule membrane],True,EntityWithAccessionedSequence,ENPP4
TMEM179B,TMEM179B [ficolin-1-rich granule membrane],True,EntityWithAccessionedSequence,TMEM179B
PRCP,PRCP [ficolin-1-rich granule membrane],True,EntityWithAccessionedSequence,PRCP
LAMP2,LAMP2 [ficolin-1-rich granule membrane],True,EntityWithAccessionedSequence,LAMP2
ARL8A,ARL8A [ficolin-1-rich granule membrane],True,EntityWithAccessionedSequence,ARL8A
CD58,CD58 [ficolin-1-rich granule membrane],True,EntityWithAccessionedSequence,CD58
CR1,CR1 [ficolin-1-rich granule membrane],True,EntityWithAccessionedSequence,CR1
SERPINB12,SERPINB12 [ficolin-1-rich granule membrane],True,EntityWithAccessionedSequence,SERPINB12
DOK3,DOK3 [ficolin-1-rich granule membrane],True,EntityWithAccessionedSequence,DOK3
SERPINB10,SERPINB10 [ficolin-1-rich granule membrane],True,EntityWithAccessionedSequence,SERPINB10
NFASC,NFASC [ficolin-1-rich granule membrane],True,EntityWithAccessionedSequence,NFASC
CTSZ,CTSZ [specific granule lumen],True,EntityWithAccessionedSequence,CTSZ
LRG1,LRG1 [specific granule lumen],True,EntityWithAccessionedSequence,LRG1
PDXK,PDXK [specific granule lumen],True,EntityWithAccessionedSequence,PDXK
ORM1,ORM1 [specific granule lumen],True,EntityWithAccessionedSequence,ORM1
CRISP3,CRISP3 [specific granule lumen],True,EntityWithAccessionedSequence,CRISP3
OLFM4,OLFM4 [specific granule lumen],True,EntityWithAccessionedSequence,OLFM4
CHI3L1,CHI3L1 [specific granule lumen],True,EntityWithAccessionedSequence,CHI3L1
NIT2,NIT2 [specific granule lumen],True,EntityWithAccessionedSequence,NIT2
ARMC8,ARMC8 [specific granule lumen],True,EntityWithAccessionedSequence,ARMC8
QSOX1,QSOX1 [specific granule lumen],True,EntityWithAccessionedSequence,QSOX1
TCN1,TCN1 [specific granule lumen],True,EntityWithAccessionedSequence,TCN1
ARG1,ARG1 [specific granule lumen],True,EntityWithAccessionedSequence,ARG1
LCN2,LCN2 [specific granule lumen],True,EntityWithAccessionedSequence,LCN2
OSCAR,OSCAR [specific granule lumen],True,EntityWithAccessionedSequence,OSCAR
RETN,RETN [specific granule lumen],True,EntityWithAccessionedSequence,RETN
ILF2,ILF2 [specific granule lumen],True,EntityWithAccessionedSequence,ILF2
AOC1,AOC1 [specific granule lumen],True,EntityWithAccessionedSequence,AOC1
RAB27A,RAB27A [specific granule lumen],True,EntityWithAccessionedSequence,RAB27A
ACAA1,ACAA1 [specific granule lumen],True,EntityWithAccessionedSequence,ACAA1
CTSD,CTSD(65-412) [specific granule lumen],True,EntityWithAccessionedSequence,CTSD
DOCK2,DOCK2 [specific granule lumen],True,EntityWithAccessionedSequence,DOCK2
PRG3,PRG3 [specific granule lumen],True,EntityWithAccessionedSequence,PRG3
DNASE1L1,DNASE1L1 [specific granule lumen],True,EntityWithAccessionedSequence,DNASE1L1
CRACR2A,CRACR2A [specific granule lumen],True,EntityWithAccessionedSequence,CRACR2A
ERP44,ERP44 [specific granule lumen],True,EntityWithAccessionedSequence,ERP44
FOLR3,FOLR3 [specific granule lumen],True,EntityWithAccessionedSequence,FOLR3
VCL,VCL [specific granule lumen],True,EntityWithAccessionedSequence,VCL
ORM2,ORM2 [specific granule lumen],True,EntityWithAccessionedSequence,ORM2
CANT1,CANT1 [specific granule lumen],True,EntityWithAccessionedSequence,CANT1
CYFIP1,CYFIP1 [specific granule lumen],True,EntityWithAccessionedSequence,CYFIP1
CEP290,CEP290 [specific granule lumen],True,EntityWithAccessionedSequence,CEP290
CFP,CFP [specific granule lumen],True,EntityWithAccessionedSequence,CFP
MMP8,MMP8 [specific granule lumen],True,EntityWithAccessionedSequence,MMP8
JUP,JUP [specific granule lumen],True,EntityWithAccessionedSequence,JUP
SPTAN1,SPTAN1 [specific granule lumen],True,EntityWithAccessionedSequence,SPTAN1
CNN2,CNN2 [specific granule lumen],True,EntityWithAccessionedSequence,CNN2
CHIT1,CHIT1 [specific granule lumen],True,EntityWithAccessionedSequence,CHIT1
QPCT,QPCT [specific granule lumen],True,EntityWithAccessionedSequence,QPCT
GSDMD,GSDMD [specific granule lumen],True,EntityWithAccessionedSequence,GSDMD
HP,HP [specific granule lumen],True,EntityWithAccessionedSequence,HP
PTX3,PTX3 [specific granule lumen],True,EntityWithAccessionedSequence,PTX3
NEU1,NEU1 [specific granule lumen],True,EntityWithAccessionedSequence,NEU1
GHDC,GHDC [specific granule lumen],True,EntityWithAccessionedSequence,GHDC
HPSE,HPSE(158-543) [specific granule lumen],True,EntityWithAccessionedSequence,HPSE
B2M,B2M(21-119) [specific granule lumen],True,EntityWithAccessionedSequence,B2M
LRRC7,LRRC7 [specific granule lumen],True,EntityWithAccessionedSequence,LRRC7
PGLYRP1,PGLYRP1 [specific granule lumen],True,EntityWithAccessionedSequence,PGLYRP1
FRK,FRK [specific granule lumen],True,EntityWithAccessionedSequence,FRK
TIMP2,TIMP2 [specific granule lumen],True,EntityWithAccessionedSequence,TIMP2
CXCL1,CXCL1(35-107) [specific granule lumen],True,EntityWithAccessionedSequence,CXCL1
SLPI,SLPI [specific granule lumen],True,EntityWithAccessionedSequence,SLPI
GGH,GGH [specific granule lumen],True,EntityWithAccessionedSequence,GGH
CTSS,CTSS [tertiary granule lumen],True,EntityWithAccessionedSequence,CTSS
ASAH1,ASAH1(143-395) [tertiary granule lumen],True,EntityWithAccessionedSequence,ASAH1
TNFAIP6,TNFAIP6 [tertiary granule lumen],True,EntityWithAccessionedSequence,TNFAIP6
FTH1,FTH1 [tertiary granule lumen],True,EntityWithAccessionedSequence,FTH1
PGM1,PGM1 [tertiary granule lumen],True,EntityWithAccessionedSequence,PGM1
CDA,CDA [tertiary granule lumen],True,EntityWithAccessionedSequence,CDA
DBNL,DBNL [tertiary granule lumen],True,EntityWithAccessionedSequence,DBNL
LTA4H,LTA4H [tertiary granule lumen],True,EntityWithAccessionedSequence,LTA4H
CSTB,CSTB [tertiary granule lumen],True,EntityWithAccessionedSequence,CSTB
ALDOC,ALDOC [tertiary granule lumen],True,EntityWithAccessionedSequence,ALDOC
CTSH,CTSH(116-335) [tertiary granule lumen],True,EntityWithAccessionedSequence,CTSH
ALDOA,ALDOA [tertiary granule lumen],True,EntityWithAccessionedSequence,ALDOA
CST3,CST3 [tertiary granule lumen],True,EntityWithAccessionedSequence,CST3
YPEL5,YPEL5 [tertiary granule lumen],True,EntityWithAccessionedSequence,YPEL5
GOLGA7,GOLGA7 [tertiary granule lumen],True,EntityWithAccessionedSequence,GOLGA7
IDH1,IDH1 [tertiary granule lumen],True,EntityWithAccessionedSequence,IDH1
METTL7A,METTL7A [tertiary granule lumen],True,EntityWithAccessionedSequence,METTL7A
MMP9,MMP9 [tertiary granule lumen],True,EntityWithAccessionedSequence,MMP9
PRSS3,PRSS3 [tertiary granule lumen],True,EntityWithAccessionedSequence,PRSS3
HBB,HBB [tertiary granule lumen],True,EntityWithAccessionedSequence,HBB
FLG2,FLG2 [tertiary granule lumen],True,EntityWithAccessionedSequence,FLG2
PPBP,PPBP(35-128) [tertiary granule lumen],True,EntityWithAccessionedSequence,PPBP
ANPEP,ANPEP [secretory granule membrane],True,EntityWithAccessionedSequence,ANPEP
MME,MME [secretory granule membrane],True,EntityWithAccessionedSequence,MME
FCGR3B,FCGR3B [secretory granule membrane],True,EntityWithAccessionedSequence,FCGR3B
PTPRC,PTPRC [secretory granule membrane],True,EntityWithAccessionedSequence,PTPRC
SELL,SELL [secretory granule membrane],True,EntityWithAccessionedSequence,SELL
RAB31,RAB31 [secretory granule membrane],True,EntityWithAccessionedSequence,RAB31
HVCN1,HVCN1 [secretory granule membrane],True,EntityWithAccessionedSequence,HVCN1
RAB10,RAB10 [secretory granule membrane],True,EntityWithAccessionedSequence,RAB10
DNAJC13,DNAJC13 [secretory granule membrane],True,EntityWithAccessionedSequence,DNAJC13
RAB5B,RAB5B [secretory granule membrane],True,EntityWithAccessionedSequence,RAB5B
RHOG,RHOG [secretory granule membrane],True,EntityWithAccessionedSequence,RHOG
TICAM2,MyrG-p-S16-TICAM2 [secretory granule membrane],True,EntityWithAccessionedSequence,TICAM2
ADGRE5,CD97(21-835) [secretory granule membrane],True,EntityWithAccessionedSequence,ADGRE5
RAB6A,RAB6A [secretory granule membrane],True,EntityWithAccessionedSequence,RAB6A
RAB7A,RAB7A [secretory granule membrane],True,EntityWithAccessionedSequence,RAB7A
RAB3A,RAB3A [secretory granule membrane],True,EntityWithAccessionedSequence,RAB3A
ORMDL3,ORMDL3 [secretory granule membrane],True,EntityWithAccessionedSequence,ORMDL3
RHOF,RHOF [secretory granule membrane],True,EntityWithAccessionedSequence,RHOF
RAB24,RAB24 [secretory granule membrane],True,EntityWithAccessionedSequence,RAB24
RAB4B,RAB4B [secretory granule membrane],True,EntityWithAccessionedSequence,RAB4B
ALDH3B1,ALDH3B1 [secretory granule membrane],True,EntityWithAccessionedSequence,ALDH3B1
P2RX1,P2RX1 [secretory granule membrane],True,EntityWithAccessionedSequence,P2RX1
ABCA13,ABCA13 [secretory granule membrane],True,EntityWithAccessionedSequence,ABCA13
IGF2R,IGF2R [secretory granule membrane],True,EntityWithAccessionedSequence,IGF2R
B4GALT1,B4GALT1 [secretory granule membrane],True,EntityWithAccessionedSequence,B4GALT1
RAB18,RAB18 [secretory granule membrane],True,EntityWithAccessionedSequence,RAB18
IQGAP1,IQGAP1 [secretory granule membrane],True,EntityWithAccessionedSequence,IQGAP1
LILRB3,LILRB3 [secretory granule membrane],True,EntityWithAccessionedSequence,LILRB3
SIGLEC9,SIGLEC9 [secretory granule membrane],True,EntityWithAccessionedSequence,SIGLEC9
RAB9B,RAB9B [secretory granule membrane],True,EntityWithAccessionedSequence,RAB9B
CXCR2,CXCR2 [secretory granule membrane],True,EntityWithAccessionedSequence,CXCR2
CXCR1,CXCR1 [secretory granule membrane],True,EntityWithAccessionedSequence,CXCR1
FABP5,FABP5 [secretory granule membrane],True,EntityWithAccessionedSequence,FABP5
IQGAP2,IQGAP2 [secretory granule membrane],True,EntityWithAccessionedSequence,IQGAP2
PECAM1,PECAM1 [secretory granule membrane],True,EntityWithAccessionedSequence,PECAM1
TLR2,TLR2 [secretory granule membrane],True,EntityWithAccessionedSequence,TLR2
CD44,CD44 [secretory granule membrane],True,EntityWithAccessionedSequence,CD44
BIN2,BIN2 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,BIN2
CTSB,CTSB(80-333) [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,CTSB
XRCC6,XRCC6 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,XRCC6
APAF1,APAF1 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,APAF1
CSNK2B,CSNK2B [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,CSNK2B
CALML5,CALML5 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,CALML5
PSMB1,PSMB1 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,PSMB1
ATG7,ATG7 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,ATG7
PSMA5,PSMA5 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,PSMA5
PRG2,PRG2 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,PRG2
IMPDH2,IMPDH2 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,IMPDH2
CAPN1,CAPN1 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,CAPN1
PFKL,PFKL [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,PFKL
CAB39,CAB39 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,CAB39
ACLY,ACLY [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,ACLY
ACTR10,ACTR10 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,ACTR10
MMTAG2,MMTAG2 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,MMTAG2
A1BG,A1BG [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,A1BG
AMPD3,AMPD3 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,AMPD3
ARPC5,ARPC5 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,ARPC5
PLEKHO2,PLEKHO2 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,PLEKHO2
APEH,APEH [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,APEH
ACTR1B,ACTR1B [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,ACTR1B
CDK13,CDK13 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,CDK13
COMMD3,COMMD3 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,COMMD3
CCT8,CCT8 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,CCT8
PPIE,PPIE [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,PPIE
ALAD,ALAD [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,ALAD
CAND1,CAND1 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,CAND1
ARSB,ARSB [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,ARSB
CRISPLD2,CRISPLD2 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,CRISPLD2
COTL1,COTL1 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,COTL1
PKM,PKM [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,PKM
PPIA,PPIA [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,PPIA
COMMD9,COMMD9 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,COMMD9
PSMD3,PSMD3 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,PSMD3
PSMD13,PSMD13 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,PSMD13
IMPDH1,IMPDH1 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,IMPDH1
PSMD7,PSMD7 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,PSMD7
MNDA,MNDA [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,MNDA
PSMD6,PSMD6 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,PSMD6
GSN,GSN [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,GSN
GYG1,GYG1 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,GYG1
HUWE1,HUWE1 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,HUWE1
PSMD2,PSMD2 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,PSMD2
PSMD11,PSMD11 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,PSMD11
CFD,CFD [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,CFD
SRP14,SRP14 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,SRP14
ACTR2,ACTR2 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,ACTR2
VCP,VCP [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,VCP
KRT1,KRT1 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,KRT1
PSMC3,PSMC3 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,PSMC3
SERPINA1,SERPINA1 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,SERPINA1
PSMD12,PSMD12 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,PSMD12
PDAP1,PDAP1 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,PDAP1
AGL,AGL [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,AGL
PSMD14,PSMD14 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,PSMD14
PSMC2,PSMC2 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,PSMC2
HSPA1A,HSPA1A [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,HSPA1A
OSTF1,OSTF1 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,OSTF1
GPI,GPI [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,GPI
PYGL,PXLP-PYGL [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,PYGL
PGAM1,PGAM1 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,PGAM1
EEF2,EEF2 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,EEF2
HSPA6,HSPA6 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,HSPA6
HK3,HK3 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,HK3
KCMF1,KCMF1 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,KCMF1
PSMB7,PSMB7 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,PSMB7
CAT,CAT [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,CAT
MVP,MVP [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,MVP
NME2,NME2 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,NME2
DDX3X,DDX3X [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,DDX3X
EEF1A1,EEF1A1 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,EEF1A1
GUSB,GUSB [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,GUSB
HSPA1B,HSPA1B [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,HSPA1B
MAPK1,MAPK1 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,MAPK1
PGM2,PGM2 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,PGM2
GNS,GNS [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,GNS
FCN1,FCN1 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,FCN1
DYNLT1,DYNLT1 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,DYNLT1
PNP,PNP [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,PNP
GLB1,GLB1 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,GLB1
GMFG,GMFG [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,GMFG
HSPA8,HSPA8 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,HSPA8
PRDX4,PRDX4 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,PRDX4
PSMA2,PSMA2 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,PSMA2
GSTP1,GSTP1 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,GSTP1
MAPK14,MAPK14 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,MAPK14
DERA,DERA [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,DERA
PAFAH1B2,PAFAH1B2 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,PAFAH1B2
FGL2,FGL2 [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,FGL2
MIF,MIF [ficolin-1-rich granule lumen],True,EntityWithAccessionedSequence,MIF
XRCC5,XRCC5 [secretory granule lumen],True,EntityWithAccessionedSequence,XRCC5
APRT,APRT [secretory granule lumen],True,EntityWithAccessionedSequence,APRT
ARHGAP9,ARHGAP9 [secretory granule lumen],True,EntityWithAccessionedSequence,ARHGAP9
FGR,FGR [secretory granule lumen],True,EntityWithAccessionedSequence,FGR
ROCK1,ROCK1 [secretory granule lumen],True,EntityWithAccessionedSequence,ROCK1
GDI2,GDI2 [secretory granule lumen],True,EntityWithAccessionedSequence,GDI2
HMHA1,HMHA1 [secretory granule lumen],True,EntityWithAccessionedSequence,HMHA1
S100A11,S100A11 [secretory granule lumen],True,EntityWithAccessionedSequence,S100A11
SERPINB1,SERPINB1 [secretory granule lumen],True,EntityWithAccessionedSequence,SERPINB1
S100A12,S100A12 [secretory granule lumen],True,EntityWithAccessionedSequence,S100A12
S100P,S100P [secretory granule lumen],True,EntityWithAccessionedSequence,S100P
S100A8,S100A8 [secretory granule lumen],True,EntityWithAccessionedSequence,S100A8
S100A9,S100A9 [secretory granule lumen],True,EntityWithAccessionedSequence,S100A9
SERPINA3,SERPINA3 [secretory granule lumen],True,EntityWithAccessionedSequence,SERPINA3
EPX,EPX [secretory granule lumen],True,EntityWithAccessionedSequence,EPX
AHSG,AHSG [secretory granule lumen],True,EntityWithAccessionedSequence,AHSG
PRDX6,PRDX6 [azurophil granule lumen],True,EntityWithAccessionedSequence,PRDX6
CTSC,CTSC(25-134) [azurophil granule lumen],True,EntityWithAccessionedSequence,CTSC
HEXB,HEXB(315-556) [azurophil granule lumen],True,EntityWithAccessionedSequence,HEXB
CTSA,CTSA(29-326) [azurophil granule lumen],True,EntityWithAccessionedSequence,CTSA
CPPED1,CPPED1 [azurophil granule lumen],True,EntityWithAccessionedSequence,CPPED1
PSMD1,PSMD1 [azurophil granule lumen],True,EntityWithAccessionedSequence,PSMD1
MPO,MPO (279-745) [azurophil granule lumen],True,EntityWithAccessionedSequence,MPO
TUBB,TUBB [azurophil granule lumen],True,EntityWithAccessionedSequence,TUBB
SDCBP,SDCBP [azurophil granule lumen],True,EntityWithAccessionedSequence,SDCBP
TRAPPC1,TRAPPC1 [azurophil granule lumen],True,EntityWithAccessionedSequence,TRAPPC1
PTGES2,PTGES2 [azurophil granule lumen],True,EntityWithAccessionedSequence,PTGES2
TTR,TTR [azurophil granule lumen],True,EntityWithAccessionedSequence,TTR
TXNDC5,TXNDC5 [azurophil granule lumen],True,EntityWithAccessionedSequence,TXNDC5
GM2A,GM2A(32-193) [azurophil granule lumen],True,EntityWithAccessionedSequence,GM2A
ARSA,ARSA(19-444) [azurophil granule lumen],True,EntityWithAccessionedSequence,ARSA
GLA,GLA [azurophil granule lumen],True,EntityWithAccessionedSequence,GLA
NPC2,NPC2 [azurophil granule lumen],True,EntityWithAccessionedSequence,NPC2
PYGB,PXLP-PYGB [azurophil granule lumen],True,EntityWithAccessionedSequence,PYGB
HEBP2,HEBP2 [azurophil granule lumen],True,EntityWithAccessionedSequence,HEBP2
GCA,GCA [azurophil granule lumen],True,EntityWithAccessionedSequence,GCA
DPP7,DPP7 [azurophil granule lumen],True,EntityWithAccessionedSequence,DPP7
AGA,AGA [azurophil granule lumen],True,EntityWithAccessionedSequence,AGA
DYNC1H1,DYNC1H1 [azurophil granule lumen],True,EntityWithAccessionedSequence,DYNC1H1
FUCA2,FUCA2 [azurophil granule lumen],True,EntityWithAccessionedSequence,FUCA2
FUCA1,FUCA1 [azurophil granule lumen],True,EntityWithAccessionedSequence,FUCA1
S100A7,S100A7 [azurophil granule lumen],True,EntityWithAccessionedSequence,S100A7
NAPRT,NAPRT1 [azurophil granule lumen],True,EntityWithAccessionedSequence,NAPRT
PA2G4,PA2G4 [azurophil granule lumen],True,EntityWithAccessionedSequence,PA2G4
NHLRC3,NHLRC3 [azurophil granule lumen],True,EntityWithAccessionedSequence,NHLRC3
SERPINB3,SERPINB3 [azurophil granule lumen],True,EntityWithAccessionedSequence,SERPINB3
VAT1,VAT1 [azurophil granule lumen],True,EntityWithAccessionedSequence,VAT1
TUBB4B,TUBB4B [azurophil granule lumen],True,EntityWithAccessionedSequence,TUBB4B
DSN1,DSN1 [azurophil granule lumen],True,EntityWithAccessionedSequence,DSN1
CYB5R3,CYB5R3(27-301) [azurophil granule lumen],True,EntityWithAccessionedSequence,CYB5R3
RNASET2,RNASET2 [azurophil granule lumen],True,EntityWithAccessionedSequence,RNASET2
MAN2B1,MAN2B1 [azurophil granule lumen],True,EntityWithAccessionedSequence,MAN2B1
PADI2,PADI2 [azurophil granule lumen],True,EntityWithAccessionedSequence,PADI2
UNC13D,UNC13D [azurophil granule lumen],True,EntityWithAccessionedSequence,UNC13D
STK11IP,STK11IP [azurophil granule lumen],True,EntityWithAccessionedSequence,STK11IP
C6orf120,C6ORF120 [azurophil granule lumen],True,EntityWithAccessionedSequence,C6orf120
PRSS2,PRSS2 [azurophil granule lumen],True,EntityWithAccessionedSequence,PRSS2
CCT2,CCT2 [azurophil granule lumen],True,EntityWithAccessionedSequence,CCT2
PLAC8,PLAC8 [azurophil granule lumen],True,EntityWithAccessionedSequence,PLAC8
GALNS,OxA-GALNS [azurophil granule lumen],True,EntityWithAccessionedSequence,GALNS
HRNR,HRNR [azurophil granule lumen],True,EntityWithAccessionedSequence,HRNR
IST1,IST1 [azurophil granule lumen],True,EntityWithAccessionedSequence,IST1
GRN,GRN [azurophil granule lumen],True,EntityWithAccessionedSequence,GRN
CECR1,CECR1 [azurophil granule lumen],True,EntityWithAccessionedSequence,CECR1
FAF2,FAF2 [azurophil granule lumen],True,EntityWithAccessionedSequence,FAF2
CAP1,CAP1 [azurophil granule lumen],True,EntityWithAccessionedSequence,CAP1
AZU1,AZU1 [azurophil granule lumen],True,EntityWithAccessionedSequence,AZU1
ANXA2,ANXA2 [azurophil granule lumen],True,EntityWithAccessionedSequence,ANXA2
FTL,FTL [azurophil granule lumen],True,EntityWithAccessionedSequence,FTL
CREG1,CREG1 [azurophil granule lumen],True,EntityWithAccessionedSequence,CREG1
RNASE2,RNASE2 [azurophil granule lumen],True,EntityWithAccessionedSequence,RNASE2
DNAJC3,DNAJC3 [azurophil granule lumen],True,EntityWithAccessionedSequence,DNAJC3
MANBA,MANBA [azurophil granule membrane],True,EntityWithAccessionedSequence,MANBA
