input,output,reaction,name,schemaClass,module
R-ALL-70106,R-ALL-2142662,R-HSA-2161899,"Arachidonic acid is epoxidated to 8,9/11,12/14,15-EET by CYP(5)",Reaction,Metabolism
R-ALL-70106,R-ALL-2142835,R-HSA-2161899,"Arachidonic acid is epoxidated to 8,9/11,12/14,15-EET by CYP(5)",Reaction,Metabolism
R-ALL-29368,R-ALL-2142792,R-HSA-2161899,"Arachidonic acid is epoxidated to 8,9/11,12/14,15-EET by CYP(5)",Reaction,Metabolism
R-ALL-29368,R-ALL-2142662,R-HSA-2161899,"Arachidonic acid is epoxidated to 8,9/11,12/14,15-EET by CYP(5)",Reaction,Metabolism
R-ALL-29368,R-ALL-2142835,R-HSA-2161899,"Arachidonic acid is epoxidated to 8,9/11,12/14,15-EET by CYP(5)",Reaction,Metabolism
R-ALL-29768,R-ALL-2142792,R-HSA-2161899,"Arachidonic acid is epoxidated to 8,9/11,12/14,15-EET by CYP(5)",Reaction,Metabolism
R-ALL-29768,R-ALL-2142662,R-HSA-2161899,"Arachidonic acid is epoxidated to 8,9/11,12/14,15-EET by CYP(5)",Reaction,Metabolism
R-ALL-29768,R-ALL-2142835,R-HSA-2161899,"Arachidonic acid is epoxidated to 8,9/11,12/14,15-EET by CYP(5)",Reaction,Metabolism
R-ALL-29364,R-ALL-2142792,R-HSA-2161899,"Arachidonic acid is epoxidated to 8,9/11,12/14,15-EET by CYP(5)",Reaction,Metabolism
R-ALL-29364,R-ALL-2142662,R-HSA-2161899,"Arachidonic acid is epoxidated to 8,9/11,12/14,15-EET by CYP(5)",Reaction,Metabolism
R-ALL-29364,R-ALL-2142835,R-HSA-2161899,"Arachidonic acid is epoxidated to 8,9/11,12/14,15-EET by CYP(5)",Reaction,Metabolism
R-ALL-29366,R-ALL-2142747,R-HSA-2161789,15S-HETE is oxidised to 15-oxoETE by 15-HEDH,Reaction,Metabolism
R-ALL-29366,R-ALL-73473,R-HSA-2161789,15S-HETE is oxidised to 15-oxoETE by 15-HEDH,Reaction,Metabolism
R-ALL-29360,R-ALL-2142747,R-HSA-2161789,15S-HETE is oxidised to 15-oxoETE by 15-HEDH,Reaction,Metabolism
R-ALL-29360,R-ALL-29364,R-HSA-2161789,15S-HETE is oxidised to 15-oxoETE by 15-HEDH,Reaction,Metabolism
R-ALL-2142707,R-ALL-70106,R-HSA-2161789,15S-HETE is oxidised to 15-oxoETE by 15-HEDH,Reaction,Metabolism
R-ALL-2142707,R-ALL-2142747,R-HSA-2161789,15S-HETE is oxidised to 15-oxoETE by 15-HEDH,Reaction,Metabolism
R-ALL-2142707,R-ALL-29364,R-HSA-2161789,15S-HETE is oxidised to 15-oxoETE by 15-HEDH,Reaction,Metabolism
R-ALL-2142707,R-ALL-73473,R-HSA-2161789,15S-HETE is oxidised to 15-oxoETE by 15-HEDH,Reaction,Metabolism
R-ALL-2142718,R-ALL-29356,R-HSA-2161791,15S-HpETE is reduced to 15S-HETE by GPX1/2/4,Reaction,Metabolism
R-ALL-2142718,R-ALL-2142707,R-HSA-2161791,15S-HpETE is reduced to 15S-HETE by GPX1/2/4,Reaction,Metabolism
R-ALL-2142718,R-ALL-111745,R-HSA-2161791,15S-HpETE is reduced to 15S-HETE by GPX1/2/4,Reaction,Metabolism
R-ALL-29450,R-ALL-2142707,R-HSA-2161791,15S-HpETE is reduced to 15S-HETE by GPX1/2/4,Reaction,Metabolism
R-ALL-70106,R-ALL-2142738,R-HSA-2161951,Arachidonic acid is oxidised to 15R-HETE by Acetyl-PTGS2,Reaction,Metabolism
R-ALL-29368,R-ALL-2142738,R-HSA-2161951,Arachidonic acid is oxidised to 15R-HETE by Acetyl-PTGS2,Reaction,Metabolism
R-ALL-29768,R-ALL-2142738,R-HSA-2161951,Arachidonic acid is oxidised to 15R-HETE by Acetyl-PTGS2,Reaction,Metabolism
R-ALL-29364,R-ALL-2142738,R-HSA-2161951,Arachidonic acid is oxidised to 15R-HETE by Acetyl-PTGS2,Reaction,Metabolism
R-ALL-29356,R-ALL-29768,R-HSA-5693742,FAAH hydrolyses AEA to AA and ETA,Reaction,Metabolism
R-ALL-5693754,R-ALL-1498751,R-HSA-5693742,FAAH hydrolyses AEA to AA and ETA,Reaction,Metabolism
R-ALL-5693754,R-ALL-29768,R-HSA-5693742,FAAH hydrolyses AEA to AA and ETA,Reaction,Metabolism
R-ALL-29450,R-ALL-2142716,R-HSA-2161959,12R-HpETE is reduced to 12R-HETE by GPX1/2/4,Reaction,Metabolism
R-ALL-2142790,R-ALL-29356,R-HSA-2161959,12R-HpETE is reduced to 12R-HETE by GPX1/2/4,Reaction,Metabolism
R-ALL-2142790,R-ALL-2142716,R-HSA-2161959,12R-HpETE is reduced to 12R-HETE by GPX1/2/4,Reaction,Metabolism
R-ALL-2142790,R-ALL-111745,R-HSA-2161959,12R-HpETE is reduced to 12R-HETE by GPX1/2/4,Reaction,Metabolism
R-ALL-29368,R-ALL-2142790,R-HSA-2161950,Arachidonic acid is oxidised to 12R-HpETE by ALOX12B,Reaction,Metabolism
R-ALL-29768,R-ALL-2142790,R-HSA-2161950,Arachidonic acid is oxidised to 12R-HpETE by ALOX12B,Reaction,Metabolism
R-ALL-2142790,R-ALL-8942209,R-HSA-8942208,ALOXE3 isomerises 12R-HpETE to HXA3,Reaction,Metabolism
R-ALL-29368,R-ALL-2142811,R-HSA-2161964,Arachidonic acid is oxidised to 12S-HpETE by ALOX12/15,Reaction,Metabolism
R-ALL-29768,R-ALL-2142811,R-HSA-2161964,Arachidonic acid is oxidised to 12S-HpETE by ALOX12/15,Reaction,Metabolism
R-ALL-29768,R-ALL-2142745,R-HSA-2161948,Arachidonic acid  is converted to 12-oxoETE by ALOX12,Reaction,Metabolism
R-ALL-2142811,R-ALL-29356,R-HSA-2161999,12S-HpETE is reduced to 12S-HETE by GPX1/2/4,Reaction,Metabolism
R-ALL-2142811,R-ALL-2142678,R-HSA-2161999,12S-HpETE is reduced to 12S-HETE by GPX1/2/4,Reaction,Metabolism
R-ALL-2142811,R-ALL-111745,R-HSA-2161999,12S-HpETE is reduced to 12S-HETE by GPX1/2/4,Reaction,Metabolism
R-ALL-29450,R-ALL-2142678,R-HSA-2161999,12S-HpETE is reduced to 12S-HETE by GPX1/2/4,Reaction,Metabolism
R-ALL-192172,R-ALL-5696412,R-HSA-5696424,"AWAT1 transfers acyl group from acyl-CoA to ARACOH, forming wax esters",Reaction,Metabolism
R-ALL-192172,R-ALL-162743,R-HSA-5696424,"AWAT1 transfers acyl group from acyl-CoA to ARACOH, forming wax esters",Reaction,Metabolism
R-ALL-5696426,R-ALL-5696412,R-HSA-5696424,"AWAT1 transfers acyl group from acyl-CoA to ARACOH, forming wax esters",Reaction,Metabolism
R-ALL-5696426,R-ALL-162743,R-HSA-5696424,"AWAT1 transfers acyl group from acyl-CoA to ARACOH, forming wax esters",Reaction,Metabolism
R-ALL-5690529,R-HSA-8866017,R-HSA-8848247,"ACBD4,5 bind MCFA-CoA and LCFA-CoA",Reaction,Metabolism
R-ALL-5690532,R-HSA-8866017,R-HSA-8848247,"ACBD4,5 bind MCFA-CoA and LCFA-CoA",Reaction,Metabolism
ACBD5,R-HSA-8866017,R-HSA-8848247,"ACBD4,5 bind MCFA-CoA and LCFA-CoA",Reaction,Metabolism
ACBD4,R-HSA-8866017,R-HSA-8848247,"ACBD4,5 bind MCFA-CoA and LCFA-CoA",Reaction,Metabolism
R-ALL-113535,R-ALL-390249,R-HSA-390256,"hexacosanoyl-CoA + O2 => trans-2,3-dehydrohexacosanoyl-CoA + H2O2",Reaction,Metabolism
R-ALL-390260,R-ALL-390249,R-HSA-390256,"hexacosanoyl-CoA + O2 => trans-2,3-dehydrohexacosanoyl-CoA + H2O2",Reaction,Metabolism
R-ALL-390260,R-ALL-113575,R-HSA-390256,"hexacosanoyl-CoA + O2 => trans-2,3-dehydrohexacosanoyl-CoA + H2O2",Reaction,Metabolism
R-ALL-390394,R-ALL-390260,R-HSA-390393,Peroxisomal uptake of very long-chain fatty acyl CoA,Reaction,Metabolism
R-ALL-6809801,R-ALL-6809800,R-HSA-6809808,ECI2 isomerizes 3Z-enoyl-CoA to 2E-enoyl-CoA,Reaction,Metabolism
R-ALL-390248,R-ALL-193465,R-HSA-6809264,EHHADH dehydrogenates 3-hydroxyhexacosanoyl-CoA,Reaction,Metabolism
R-ALL-390248,R-ALL-390241,R-HSA-6809264,EHHADH dehydrogenates 3-hydroxyhexacosanoyl-CoA,Reaction,Metabolism
R-ALL-390248,R-ALL-192305,R-HSA-6809264,EHHADH dehydrogenates 3-hydroxyhexacosanoyl-CoA,Reaction,Metabolism
R-ALL-192307,R-ALL-390241,R-HSA-6809264,EHHADH dehydrogenates 3-hydroxyhexacosanoyl-CoA,Reaction,Metabolism
R-ALL-141343,R-ALL-390248,R-HSA-6809263,"EHHADH hydrates trans-2,3-dehydrohexacosanoyl-CoA",Reaction,Metabolism
R-ALL-390249,R-ALL-390248,R-HSA-6809263,"EHHADH hydrates trans-2,3-dehydrohexacosanoyl-CoA",Reaction,Metabolism
R-ALL-193465,R-ALL-6786715,R-HSA-6786720,DECR2 reduces LCtE-CoA to t3enoyl-CoA,Reaction,Metabolism
R-ALL-6786723,R-ALL-6786715,R-HSA-6786720,DECR2 reduces LCtE-CoA to t3enoyl-CoA,Reaction,Metabolism
R-ALL-6786723,R-ALL-389556,R-HSA-6786720,DECR2 reduces LCtE-CoA to t3enoyl-CoA,Reaction,Metabolism
R-ALL-113602,R-ALL-6786715,R-HSA-6786720,DECR2 reduces LCtE-CoA to t3enoyl-CoA,Reaction,Metabolism
R-ALL-113535,R-ALL-193465,R-HSA-390302,tetracosenoyl-CoA + 8 O2 + 8 H2O + 8 NAD+ + 8 CoASH => octanoyl-CoA + 8 H2O2 + 8 NADH + 8 H+ + 8 acetyl-CoA,BlackBoxEvent,Metabolism
R-ALL-113535,R-ALL-390303,R-HSA-390302,tetracosenoyl-CoA + 8 O2 + 8 H2O + 8 NAD+ + 8 CoASH => octanoyl-CoA + 8 H2O2 + 8 NADH + 8 H+ + 8 acetyl-CoA,BlackBoxEvent,Metabolism
R-ALL-113535,R-ALL-353123,R-HSA-390302,tetracosenoyl-CoA + 8 O2 + 8 H2O + 8 NAD+ + 8 CoASH => octanoyl-CoA + 8 H2O2 + 8 NADH + 8 H+ + 8 acetyl-CoA,BlackBoxEvent,Metabolism
R-ALL-113535,R-ALL-192305,R-HSA-390302,tetracosenoyl-CoA + 8 O2 + 8 H2O + 8 NAD+ + 8 CoASH => octanoyl-CoA + 8 H2O2 + 8 NADH + 8 H+ + 8 acetyl-CoA,BlackBoxEvent,Metabolism
R-ALL-141343,R-ALL-390303,R-HSA-390302,tetracosenoyl-CoA + 8 O2 + 8 H2O + 8 NAD+ + 8 CoASH => octanoyl-CoA + 8 H2O2 + 8 NADH + 8 H+ + 8 acetyl-CoA,BlackBoxEvent,Metabolism
R-ALL-141343,R-ALL-353123,R-HSA-390302,tetracosenoyl-CoA + 8 O2 + 8 H2O + 8 NAD+ + 8 CoASH => octanoyl-CoA + 8 H2O2 + 8 NADH + 8 H+ + 8 acetyl-CoA,BlackBoxEvent,Metabolism
R-ALL-141343,R-ALL-192305,R-HSA-390302,tetracosenoyl-CoA + 8 O2 + 8 H2O + 8 NAD+ + 8 CoASH => octanoyl-CoA + 8 H2O2 + 8 NADH + 8 H+ + 8 acetyl-CoA,BlackBoxEvent,Metabolism
R-ALL-193514,R-ALL-193465,R-HSA-390302,tetracosenoyl-CoA + 8 O2 + 8 H2O + 8 NAD+ + 8 CoASH => octanoyl-CoA + 8 H2O2 + 8 NADH + 8 H+ + 8 acetyl-CoA,BlackBoxEvent,Metabolism
R-ALL-193514,R-ALL-390303,R-HSA-390302,tetracosenoyl-CoA + 8 O2 + 8 H2O + 8 NAD+ + 8 CoASH => octanoyl-CoA + 8 H2O2 + 8 NADH + 8 H+ + 8 acetyl-CoA,BlackBoxEvent,Metabolism
R-ALL-193514,R-ALL-113575,R-HSA-390302,tetracosenoyl-CoA + 8 O2 + 8 H2O + 8 NAD+ + 8 CoASH => octanoyl-CoA + 8 H2O2 + 8 NADH + 8 H+ + 8 acetyl-CoA,BlackBoxEvent,Metabolism
R-ALL-193514,R-ALL-353123,R-HSA-390302,tetracosenoyl-CoA + 8 O2 + 8 H2O + 8 NAD+ + 8 CoASH => octanoyl-CoA + 8 H2O2 + 8 NADH + 8 H+ + 8 acetyl-CoA,BlackBoxEvent,Metabolism
R-ALL-193514,R-ALL-192305,R-HSA-390302,tetracosenoyl-CoA + 8 O2 + 8 H2O + 8 NAD+ + 8 CoASH => octanoyl-CoA + 8 H2O2 + 8 NADH + 8 H+ + 8 acetyl-CoA,BlackBoxEvent,Metabolism
R-ALL-390246,R-ALL-193465,R-HSA-390302,tetracosenoyl-CoA + 8 O2 + 8 H2O + 8 NAD+ + 8 CoASH => octanoyl-CoA + 8 H2O2 + 8 NADH + 8 H+ + 8 acetyl-CoA,BlackBoxEvent,Metabolism
R-ALL-390246,R-ALL-390303,R-HSA-390302,tetracosenoyl-CoA + 8 O2 + 8 H2O + 8 NAD+ + 8 CoASH => octanoyl-CoA + 8 H2O2 + 8 NADH + 8 H+ + 8 acetyl-CoA,BlackBoxEvent,Metabolism
R-ALL-390246,R-ALL-113575,R-HSA-390302,tetracosenoyl-CoA + 8 O2 + 8 H2O + 8 NAD+ + 8 CoASH => octanoyl-CoA + 8 H2O2 + 8 NADH + 8 H+ + 8 acetyl-CoA,BlackBoxEvent,Metabolism
R-ALL-390246,R-ALL-353123,R-HSA-390302,tetracosenoyl-CoA + 8 O2 + 8 H2O + 8 NAD+ + 8 CoASH => octanoyl-CoA + 8 H2O2 + 8 NADH + 8 H+ + 8 acetyl-CoA,BlackBoxEvent,Metabolism
R-ALL-390246,R-ALL-192305,R-HSA-390302,tetracosenoyl-CoA + 8 O2 + 8 H2O + 8 NAD+ + 8 CoASH => octanoyl-CoA + 8 H2O2 + 8 NADH + 8 H+ + 8 acetyl-CoA,BlackBoxEvent,Metabolism
R-ALL-192307,R-ALL-390303,R-HSA-390302,tetracosenoyl-CoA + 8 O2 + 8 H2O + 8 NAD+ + 8 CoASH => octanoyl-CoA + 8 H2O2 + 8 NADH + 8 H+ + 8 acetyl-CoA,BlackBoxEvent,Metabolism
R-ALL-192307,R-ALL-113575,R-HSA-390302,tetracosenoyl-CoA + 8 O2 + 8 H2O + 8 NAD+ + 8 CoASH => octanoyl-CoA + 8 H2O2 + 8 NADH + 8 H+ + 8 acetyl-CoA,BlackBoxEvent,Metabolism
R-ALL-192307,R-ALL-353123,R-HSA-390302,tetracosenoyl-CoA + 8 O2 + 8 H2O + 8 NAD+ + 8 CoASH => octanoyl-CoA + 8 H2O2 + 8 NADH + 8 H+ + 8 acetyl-CoA,BlackBoxEvent,Metabolism
R-ALL-193514,R-ALL-390246,R-HSA-390250,3-ketohexacosanoyl-CoA + CoASH => tetracosanoyl-CoA + acetyl-CoA,Reaction,Metabolism
R-ALL-390241,R-ALL-353123,R-HSA-390250,3-ketohexacosanoyl-CoA + CoASH => tetracosanoyl-CoA + acetyl-CoA,Reaction,Metabolism
R-ALL-390241,R-ALL-390246,R-HSA-390250,3-ketohexacosanoyl-CoA + CoASH => tetracosanoyl-CoA + acetyl-CoA,Reaction,Metabolism
R-ALL-977323,R-ALL-353123,R-HSA-977317,malonyl-CoA is decarboxylated to acetyl-CoA in peroxisome,Reaction,Metabolism
R-ALL-977323,R-ALL-389536,R-HSA-977317,malonyl-CoA is decarboxylated to acetyl-CoA in peroxisome,Reaction,Metabolism
R-ALL-5690529,R-ALL-382571,R-HSA-5690042,"Peroxisomal ACOT4,6,8 hydrolyse MCFA-CoA, LCFA-CoA",Reaction,Metabolism
R-ALL-5690529,R-ALL-5690530,R-HSA-5690042,"Peroxisomal ACOT4,6,8 hydrolyse MCFA-CoA, LCFA-CoA",Reaction,Metabolism
R-ALL-5690529,R-ALL-193514,R-HSA-5690042,"Peroxisomal ACOT4,6,8 hydrolyse MCFA-CoA, LCFA-CoA",Reaction,Metabolism
R-ALL-5690532,R-ALL-382571,R-HSA-5690042,"Peroxisomal ACOT4,6,8 hydrolyse MCFA-CoA, LCFA-CoA",Reaction,Metabolism
R-ALL-5690532,R-ALL-5690530,R-HSA-5690042,"Peroxisomal ACOT4,6,8 hydrolyse MCFA-CoA, LCFA-CoA",Reaction,Metabolism
R-ALL-5690532,R-ALL-193514,R-HSA-5690042,"Peroxisomal ACOT4,6,8 hydrolyse MCFA-CoA, LCFA-CoA",Reaction,Metabolism
R-ALL-141343,R-ALL-382571,R-HSA-5690042,"Peroxisomal ACOT4,6,8 hydrolyse MCFA-CoA, LCFA-CoA",Reaction,Metabolism
R-ALL-141343,R-ALL-5690530,R-HSA-5690042,"Peroxisomal ACOT4,6,8 hydrolyse MCFA-CoA, LCFA-CoA",Reaction,Metabolism
R-ALL-113535,R-ALL-6787814,R-HSA-6787811,HAO2 tetramer oxidises 2OH-PALM,Reaction,Metabolism
R-ALL-6787810,R-ALL-113575,R-HSA-6787811,HAO2 tetramer oxidises 2OH-PALM,Reaction,Metabolism
R-ALL-6787810,R-ALL-6787814,R-HSA-6787811,HAO2 tetramer oxidises 2OH-PALM,Reaction,Metabolism
R-ALL-113592,R-ALL-389573,R-HSA-389652,PMP34-mediated exchange of cytosolic ATP for peroxisomal AMP,Reaction,Metabolism
R-ALL-389620,R-ALL-389573,R-HSA-389652,PMP34-mediated exchange of cytosolic ATP for peroxisomal AMP,Reaction,Metabolism
R-ALL-389620,R-ALL-76577,R-HSA-389652,PMP34-mediated exchange of cytosolic ATP for peroxisomal AMP,Reaction,Metabolism
R-ALL-389596,R-ALL-389593,R-HSA-389622,phytanate + CoA-SH + ATP => phytanoyl-CoA + AMP + pyrophosphate,Reaction,Metabolism
R-ALL-389596,R-ALL-389615,R-HSA-389622,phytanate + CoA-SH + ATP => phytanoyl-CoA + AMP + pyrophosphate,Reaction,Metabolism
R-ALL-389596,R-ALL-389620,R-HSA-389622,phytanate + CoA-SH + ATP => phytanoyl-CoA + AMP + pyrophosphate,Reaction,Metabolism
R-ALL-193514,R-ALL-389593,R-HSA-389622,phytanate + CoA-SH + ATP => phytanoyl-CoA + AMP + pyrophosphate,Reaction,Metabolism
R-ALL-193514,R-ALL-389615,R-HSA-389622,phytanate + CoA-SH + ATP => phytanoyl-CoA + AMP + pyrophosphate,Reaction,Metabolism
R-ALL-193514,R-ALL-389620,R-HSA-389622,phytanate + CoA-SH + ATP => phytanoyl-CoA + AMP + pyrophosphate,Reaction,Metabolism
R-ALL-389573,R-ALL-389593,R-HSA-389622,phytanate + CoA-SH + ATP => phytanoyl-CoA + AMP + pyrophosphate,Reaction,Metabolism
R-ALL-389573,R-ALL-389615,R-HSA-389622,phytanate + CoA-SH + ATP => phytanoyl-CoA + AMP + pyrophosphate,Reaction,Metabolism
R-ALL-389573,R-ALL-389620,R-HSA-389622,phytanate + CoA-SH + ATP => phytanoyl-CoA + AMP + pyrophosphate,Reaction,Metabolism
R-ALL-113535,R-ALL-389594,R-HSA-389639,phytanoyl-CoA + 2-oxoglutarate + O2 => 2-hydroxyphytanoyl-CoA + succinate + CO2,Reaction,Metabolism
R-ALL-113535,R-ALL-389583,R-HSA-389639,phytanoyl-CoA + 2-oxoglutarate + O2 => 2-hydroxyphytanoyl-CoA + succinate + CO2,Reaction,Metabolism
R-ALL-113535,R-ALL-389536,R-HSA-389639,phytanoyl-CoA + 2-oxoglutarate + O2 => 2-hydroxyphytanoyl-CoA + succinate + CO2,Reaction,Metabolism
R-ALL-389615,R-ALL-389594,R-HSA-389639,phytanoyl-CoA + 2-oxoglutarate + O2 => 2-hydroxyphytanoyl-CoA + succinate + CO2,Reaction,Metabolism
R-ALL-389615,R-ALL-389583,R-HSA-389639,phytanoyl-CoA + 2-oxoglutarate + O2 => 2-hydroxyphytanoyl-CoA + succinate + CO2,Reaction,Metabolism
R-ALL-389615,R-ALL-389536,R-HSA-389639,phytanoyl-CoA + 2-oxoglutarate + O2 => 2-hydroxyphytanoyl-CoA + succinate + CO2,Reaction,Metabolism
R-ALL-389537,R-ALL-389594,R-HSA-389639,phytanoyl-CoA + 2-oxoglutarate + O2 => 2-hydroxyphytanoyl-CoA + succinate + CO2,Reaction,Metabolism
R-ALL-389537,R-ALL-389583,R-HSA-389639,phytanoyl-CoA + 2-oxoglutarate + O2 => 2-hydroxyphytanoyl-CoA + succinate + CO2,Reaction,Metabolism
R-ALL-389537,R-ALL-389536,R-HSA-389639,phytanoyl-CoA + 2-oxoglutarate + O2 => 2-hydroxyphytanoyl-CoA + succinate + CO2,Reaction,Metabolism
R-ALL-193465,R-ALL-389615,R-HSA-6809810,PECR reduces 2E-phytenoyl-CoA to phytanoyl-CoA,Reaction,Metabolism
R-ALL-6809811,R-ALL-389615,R-HSA-6809810,PECR reduces 2E-phytenoyl-CoA to phytanoyl-CoA,Reaction,Metabolism
R-ALL-6809811,R-ALL-389556,R-HSA-6809810,PECR reduces 2E-phytenoyl-CoA to phytanoyl-CoA,Reaction,Metabolism
R-ALL-113602,R-ALL-389615,R-HSA-6809810,PECR reduces 2E-phytenoyl-CoA to phytanoyl-CoA,Reaction,Metabolism
R-ALL-6811612,R-ALL-389593,R-HSA-389632,pristanate + CoA-SH + ATP => pristanoyl-CoA + AMP + pyrophosphate,Reaction,Metabolism
R-ALL-6811612,R-ALL-389569,R-HSA-389632,pristanate + CoA-SH + ATP => pristanoyl-CoA + AMP + pyrophosphate,Reaction,Metabolism
R-ALL-6811612,R-ALL-389620,R-HSA-389632,pristanate + CoA-SH + ATP => pristanoyl-CoA + AMP + pyrophosphate,Reaction,Metabolism
R-ALL-193514,R-ALL-389569,R-HSA-389632,pristanate + CoA-SH + ATP => pristanoyl-CoA + AMP + pyrophosphate,Reaction,Metabolism
R-ALL-389573,R-ALL-389569,R-HSA-389632,pristanate + CoA-SH + ATP => pristanoyl-CoA + AMP + pyrophosphate,Reaction,Metabolism
R-ALL-389636,R-ALL-193465,R-HSA-389609,ALDH3A2-2 oxidizes pristanal to pristanate,Reaction,Metabolism
R-ALL-389636,R-ALL-6811612,R-HSA-389609,ALDH3A2-2 oxidizes pristanal to pristanate,Reaction,Metabolism
R-ALL-389636,R-ALL-192305,R-HSA-389609,ALDH3A2-2 oxidizes pristanal to pristanate,Reaction,Metabolism
R-ALL-192307,R-ALL-6811612,R-HSA-389609,ALDH3A2-2 oxidizes pristanal to pristanate,Reaction,Metabolism
R-ALL-389594,R-ALL-389578,R-HSA-389611,2-hydroxyphytanoyl-CoA => pristanal + formyl-CoA,Reaction,Metabolism
R-ALL-389594,R-ALL-389636,R-HSA-389611,2-hydroxyphytanoyl-CoA => pristanal + formyl-CoA,Reaction,Metabolism
R-ALL-389578,R-ALL-193514,R-HSA-389580,formyl-CoA + H2O => formate + CoASH,Reaction,Metabolism
R-ALL-389578,R-ALL-389585,R-HSA-389580,formyl-CoA + H2O => formate + CoASH,Reaction,Metabolism
R-ALL-141343,R-ALL-389585,R-HSA-389580,formyl-CoA + H2O => formate + CoASH,Reaction,Metabolism
R-ALL-113535,R-ALL-390271,R-HSA-390276,"4,8,12-trimethyltridecanoyl-CoA + 2 O2 + 2 H2O + 2 NAD+ + 2 CoASH => 4,8-dimethylnonanoyl-CoA + 2 H2O2 + 2 NADH + 2 H+ + acetyl-CoA + propionyl-CoA",BlackBoxEvent,Metabolism
R-ALL-113535,R-ALL-192314,R-HSA-390276,"4,8,12-trimethyltridecanoyl-CoA + 2 O2 + 2 H2O + 2 NAD+ + 2 CoASH => 4,8-dimethylnonanoyl-CoA + 2 H2O2 + 2 NADH + 2 H+ + acetyl-CoA + propionyl-CoA",BlackBoxEvent,Metabolism
R-ALL-141343,R-ALL-390271,R-HSA-390276,"4,8,12-trimethyltridecanoyl-CoA + 2 O2 + 2 H2O + 2 NAD+ + 2 CoASH => 4,8-dimethylnonanoyl-CoA + 2 H2O2 + 2 NADH + 2 H+ + acetyl-CoA + propionyl-CoA",BlackBoxEvent,Metabolism
R-ALL-141343,R-ALL-192314,R-HSA-390276,"4,8,12-trimethyltridecanoyl-CoA + 2 O2 + 2 H2O + 2 NAD+ + 2 CoASH => 4,8-dimethylnonanoyl-CoA + 2 H2O2 + 2 NADH + 2 H+ + acetyl-CoA + propionyl-CoA",BlackBoxEvent,Metabolism
R-ALL-193514,R-ALL-390271,R-HSA-390276,"4,8,12-trimethyltridecanoyl-CoA + 2 O2 + 2 H2O + 2 NAD+ + 2 CoASH => 4,8-dimethylnonanoyl-CoA + 2 H2O2 + 2 NADH + 2 H+ + acetyl-CoA + propionyl-CoA",BlackBoxEvent,Metabolism
R-ALL-390002,R-ALL-193465,R-HSA-390276,"4,8,12-trimethyltridecanoyl-CoA + 2 O2 + 2 H2O + 2 NAD+ + 2 CoASH => 4,8-dimethylnonanoyl-CoA + 2 H2O2 + 2 NADH + 2 H+ + acetyl-CoA + propionyl-CoA",BlackBoxEvent,Metabolism
R-ALL-390002,R-ALL-390271,R-HSA-390276,"4,8,12-trimethyltridecanoyl-CoA + 2 O2 + 2 H2O + 2 NAD+ + 2 CoASH => 4,8-dimethylnonanoyl-CoA + 2 H2O2 + 2 NADH + 2 H+ + acetyl-CoA + propionyl-CoA",BlackBoxEvent,Metabolism
R-ALL-390002,R-ALL-192314,R-HSA-390276,"4,8,12-trimethyltridecanoyl-CoA + 2 O2 + 2 H2O + 2 NAD+ + 2 CoASH => 4,8-dimethylnonanoyl-CoA + 2 H2O2 + 2 NADH + 2 H+ + acetyl-CoA + propionyl-CoA",BlackBoxEvent,Metabolism
R-ALL-390002,R-ALL-113575,R-HSA-390276,"4,8,12-trimethyltridecanoyl-CoA + 2 O2 + 2 H2O + 2 NAD+ + 2 CoASH => 4,8-dimethylnonanoyl-CoA + 2 H2O2 + 2 NADH + 2 H+ + acetyl-CoA + propionyl-CoA",BlackBoxEvent,Metabolism
R-ALL-390002,R-ALL-353123,R-HSA-390276,"4,8,12-trimethyltridecanoyl-CoA + 2 O2 + 2 H2O + 2 NAD+ + 2 CoASH => 4,8-dimethylnonanoyl-CoA + 2 H2O2 + 2 NADH + 2 H+ + acetyl-CoA + propionyl-CoA",BlackBoxEvent,Metabolism
R-ALL-390002,R-ALL-192305,R-HSA-390276,"4,8,12-trimethyltridecanoyl-CoA + 2 O2 + 2 H2O + 2 NAD+ + 2 CoASH => 4,8-dimethylnonanoyl-CoA + 2 H2O2 + 2 NADH + 2 H+ + acetyl-CoA + propionyl-CoA",BlackBoxEvent,Metabolism
R-ALL-192307,R-ALL-390271,R-HSA-390276,"4,8,12-trimethyltridecanoyl-CoA + 2 O2 + 2 H2O + 2 NAD+ + 2 CoASH => 4,8-dimethylnonanoyl-CoA + 2 H2O2 + 2 NADH + 2 H+ + acetyl-CoA + propionyl-CoA",BlackBoxEvent,Metabolism
R-ALL-192307,R-ALL-192314,R-HSA-390276,"4,8,12-trimethyltridecanoyl-CoA + 2 O2 + 2 H2O + 2 NAD+ + 2 CoASH => 4,8-dimethylnonanoyl-CoA + 2 H2O2 + 2 NADH + 2 H+ + acetyl-CoA + propionyl-CoA",BlackBoxEvent,Metabolism
R-ALL-389996,R-ALL-192314,R-HSA-390224,"3-ketopristanoyl-CoA + CoASH => 4,8,12-trimethyltridecanoyl-CoA + propionyl-CoA",Reaction,Metabolism
R-ALL-389996,R-ALL-390002,R-HSA-390224,"3-ketopristanoyl-CoA + CoASH => 4,8,12-trimethyltridecanoyl-CoA + propionyl-CoA",Reaction,Metabolism
R-ALL-193514,R-ALL-390002,R-HSA-390224,"3-ketopristanoyl-CoA + CoASH => 4,8,12-trimethyltridecanoyl-CoA + propionyl-CoA",Reaction,Metabolism
